,file,no_boost_ssim,boost_ssim,blur_boost_ssim
0,315000_233500_height_0_4.png,0.14638049020294946,0.12943034328534417,0.13252503249362138
1,315000_233500_height_0_9.png,0.1612340561172886,0.15288603992296504,0.15695924525289623
2,315000_233500_height_10_4.png,0.16660961465822158,0.16303663608022892,0.1668695773414724
3,315000_233500_height_10_6.png,0.39426361968714974,0.40219820921639376,0.4063633239525068
4,315000_233500_height_11_4.png,0.16593959003377495,0.16066167420454286,0.1655919454938419
5,315000_233500_height_12_8.png,0.21688927039584568,0.21466690611584568,0.21817452434884557
6,315000_233500_height_1_9.png,0.11688892685987293,0.11561669707795366,0.11949501051363852
7,315000_233500_height_2_3.png,0.24443329708480013,0.23067056912536651,0.23464111182361977
8,315000_233500_height_2_4.png,0.19075854705054576,0.17606775340067904,0.18011312732220777
9,315000_233500_height_3_1.png,0.23386727371747829,0.22951986565576943,0.23309577667757397
10,315000_233500_height_3_9.png,0.2341970719440797,0.21991316100136496,0.22384561922940216
11,315000_233500_height_4_11.png,0.11130012197547146,0.11133001087025314,0.11436306861505094
12,315000_233500_height_4_12.png,0.21397668259811004,0.20015847083046331,0.20480859422637723
13,315000_233500_height_4_4.png,0.289435072262859,0.28651520420497145,0.29076129589747507
14,315000_233500_height_4_7.png,0.1650092027337195,0.18211211520367473,0.18444665258599996
15,315000_233500_height_5_2.png,0.26269595611164237,0.258027972623624,0.26274765781959797
16,315000_233500_height_5_3.png,0.5138285586353972,0.5170180203198402,0.5264133338297421
17,315000_233500_height_5_4.png,0.3371972871806331,0.33245403812241253,0.33996997972874693
18,315000_233500_height_6_0.png,0.2701913410510368,0.2627291675380048,0.26826734557803317
19,315000_233500_height_6_4.png,0.22149154315288863,0.20680415485024742,0.21237212836078026
20,315000_233500_height_7_0.png,0.3031842259378083,0.3065732801151663,0.3124553005615239
21,315000_233500_height_7_11.png,0.1496084818081753,0.13976624085907563,0.14233176893941707
22,315000_233500_height_7_6.png,0.3520244073103444,0.3233118339173869,0.32846360402125346
23,315000_233500_height_7_7.png,0.3220096635405331,0.2913451446446497,0.2987472391573955
24,315000_233500_height_7_9.png,0.11798352471687372,0.11222535573943727,0.11535872640565409
25,315000_233500_height_8_11.png,0.22907254218753675,0.23561666261500205,0.23983378663417662
26,315000_234000_height_0_11.png,0.20890169207972184,0.20318604667901635,0.2084710630492879
27,315000_234000_height_0_8.png,0.09510690305008027,0.08560162234322802,0.08755742200450436
28,315000_234000_height_0_9.png,0.1494467390834926,0.14077489210535202,0.14398017088261483
29,315000_234000_height_10_10.png,0.39643045026576185,0.3755417091767333,0.38141441851695684
30,315000_234000_height_10_11.png,0.4020227074172993,0.37769421767378897,0.3844959816324053
31,315000_234000_height_10_3.png,0.3438683286159592,0.34830927318022264,0.35456684455389986
32,315000_234000_height_10_8.png,0.33048976437846994,0.33958497931195164,0.34225871061401103
33,315000_234000_height_11_12.png,0.3525843975534147,0.33948258510419155,0.34680862043162203
34,315000_234000_height_11_5.png,0.30323882179311173,0.30288842350820694,0.30873684650220695
35,315000_234000_height_11_6.png,0.18252559619056138,0.1793191754936554,0.18128780326728047
36,315000_234000_height_12_10.png,0.4173779641747176,0.3780979114124997,0.3831037960099401
37,315000_234000_height_12_2.png,0.38888950058933397,0.34848974806076793,0.35710225035792326
38,315000_234000_height_1_0.png,0.02804370608076507,0.029057100180303944,0.029950970935479205
39,315000_234000_height_3_1.png,0.08923528929926432,0.0790733291816973,0.08200278285194176
40,315000_234000_height_3_11.png,0.06268608392271116,0.06951659541682434,0.07230417684326614
41,315000_234000_height_5_7.png,0.18239035293759623,0.18362457666861723,0.18720769174754126
42,315000_234000_height_7_7.png,0.054448574946799756,0.05689226891549088,0.05826501988554629
43,315000_234000_height_7_9.png,0.20109638766327428,0.19261525553994,0.19644474203751147
44,315000_234000_height_9_9.png,0.32185974317459054,0.3301046957655877,0.3352503227896649
45,315500_233500_height_0_7.png,0.21442158072877537,0.20885835603538852,0.21434427908035936
46,315500_233500_height_10_4.png,0.5196175777245299,0.5303529320616898,0.5384605500284735
47,315500_233500_height_10_7.png,0.3172984976101658,0.29887123657568015,0.30522445297006134
48,315500_233500_height_11_1.png,0.3847408277074563,0.36343871281954654,0.3708077513727654
49,315500_233500_height_11_10.png,0.34723051218884987,0.3726120954310218,0.379614645267027
50,315500_233500_height_11_11.png,0.237446956036918,0.23612854209744089,0.24037246298168988
51,315500_233500_height_12_11.png,0.28212362848974715,0.27836105916080506,0.28283016739448097
52,315500_233500_height_12_5.png,0.2766483601088518,0.2695633795100215,0.27514868113704577
53,315500_233500_height_12_6.png,0.3766224162138452,0.36845526991568245,0.37635417807814453
54,315500_233500_height_1_1.png,0.24077616222007714,0.2643442528882499,0.2694325841149867
55,315500_233500_height_1_11.png,0.25812433479305547,0.25706708328731087,0.261175878720719
56,315500_233500_height_1_6.png,0.34557179233496965,0.3423327982480971,0.34815540807259476
57,315500_233500_height_1_9.png,0.24226748890968064,0.2311330312102628,0.23546459445591705
58,315500_233500_height_2_2.png,0.38636278757145576,0.3616950849106158,0.36630463373888494
59,315500_233500_height_2_3.png,0.33634019212294275,0.32713987403083383,0.3354486310653427
60,315500_233500_height_3_1.png,0.4026460487972846,0.37657783535315725,0.386068339349104
61,315500_233500_height_3_7.png,0.4071111999360809,0.36933397240917576,0.37592455741988684
62,315500_233500_height_3_9.png,0.3699908215047117,0.3636759570317662,0.3696203904945226
63,315500_233500_height_4_0.png,0.4948602140034543,0.4678491958762726,0.4767603757773112
64,315500_233500_height_4_3.png,0.40034564623992386,0.40064538427462654,0.41018837256921875
65,315500_233500_height_5_12.png,0.5070520702397083,0.4846039894124541,0.49322761426068057
66,315500_233500_height_5_8.png,0.2769974255069471,0.2695225802559397,0.2737706099396403
67,315500_233500_height_6_2.png,0.30584501496067634,0.31822486491668706,0.3238960870300401
68,315500_233500_height_6_7.png,0.20625327362495247,0.20653754810117222,0.21166554561818934
69,315500_233500_height_6_9.png,0.4053952215673961,0.38540416028847385,0.39285880799140166
70,315500_233500_height_8_5.png,0.45010682777121086,0.4246690267340671,0.43177227081827657
71,315500_233500_height_8_7.png,0.34639237141213575,0.3350089673773908,0.3394292065243543
72,315500_233500_height_9_1.png,0.2763670772801965,0.28581945303393036,0.29133588788636633
73,315500_233500_height_9_12.png,0.32178827497480034,0.3023935829042675,0.3090374516798015
74,315500_233500_height_9_6.png,0.4077565788527254,0.40411270398101823,0.41184218936831224
75,315500_234000_height_0_6.png,0.009065014632514502,0.009051549651987964,0.009408424954510152
76,315500_234000_height_0_9.png,0.3269798046383017,0.3122588501531976,0.3176228265761068
77,315500_234000_height_10_3.png,0.02744883693728774,0.02718392335025753,0.028020587411668192
78,315500_234000_height_10_4.png,0.20522303394350397,0.1942465479744768,0.19881711153259812
79,315500_234000_height_10_8.png,0.370461068932844,0.3849939557757076,0.3901174610773017
80,315500_234000_height_11_0.png,0.19705079308858492,0.18329588788020434,0.18866872613123237
81,315500_234000_height_11_9.png,0.4173722740837709,0.4201361566521913,0.4280119904391434
82,315500_234000_height_12_12.png,0.2691753846092221,0.2597217576519793,0.2650611184239834
83,315500_234000_height_12_2.png,0.01809008055325011,0.01957437880823917,0.020149684855234374
84,315500_234000_height_12_3.png,0.0627763290126088,0.0676131788854522,0.06844543564979887
85,315500_234000_height_12_9.png,0.2784437871710718,0.2655994129833116,0.27178910815054447
86,315500_234000_height_1_0.png,0.547955201392146,0.5352491139889735,0.5488718891753747
87,315500_234000_height_1_3.png,0.42983759338776406,0.4081352488331111,0.4098987371540742
88,315500_234000_height_1_8.png,0.32184455480960855,0.3280741030995343,0.3313858202930726
89,315500_234000_height_2_0.png,0.3261888585691078,0.31018116971831494,0.3156254080460366
90,315500_234000_height_2_2.png,0.20597331612671432,0.19652660390201082,0.2012885295381338
91,315500_234000_height_2_6.png,0.025205639003728825,0.024235180624191083,0.02510329703347018
92,315500_234000_height_3_12.png,0.28929156452141497,0.28426180609506757,0.29172049355838536
93,315500_234000_height_3_8.png,0.3574719747559599,0.33947116472404315,0.3447217368858642
94,315500_234000_height_4_3.png,0.2986372563400089,0.2954173908476922,0.30186655036690674
95,315500_234000_height_5_0.png,0.41738854033036715,0.39695685240673684,0.40093819651729223
96,315500_234000_height_5_11.png,0.2173499824198476,0.21497720029932282,0.2196293774871584
97,315500_234000_height_5_7.png,0.2666248994602975,0.272155230607057,0.2766492155637898
98,315500_234000_height_7_1.png,0.28992206557005873,0.2986487057374515,0.30634647043234065
99,315500_234000_height_8_12.png,0.3319587400829859,0.34671838563883495,0.35342860752377186
100,315500_234000_height_9_10.png,0.3283454826850882,0.3243561742507573,0.3312910547180118
101,315500_234000_height_9_12.png,0.32213229864639037,0.3088907535901157,0.31522540977484254
102,315500_234000_height_9_5.png,0.3895924134697896,0.36293431303491597,0.3655889904803916
103,315500_234000_height_9_8.png,0.42234459116657674,0.4007067758329187,0.40823570356802036
104,315500_234500_height_0_8.png,0.5039039829101607,0.47427170605028457,0.48506192006790616
105,315500_234500_height_10_3.png,0.5147657441587231,0.48967770304118013,0.49861449366673805
106,315500_234500_height_12_4.png,0.48961557411206574,0.5021116012171092,0.50803205797628
107,315500_234500_height_12_8.png,0.38014881606105916,0.3681259644226264,0.3749768642085177
108,315500_234500_height_1_3.png,0.08599404995323126,0.08172234636385849,0.08395045127329703
109,315500_234500_height_1_8.png,0.6478897223663199,0.6249347569567799,0.636193648176866
110,315500_234500_height_1_9.png,0.5943340811868718,0.6312984143867114,0.6400747654323778
111,315500_234500_height_2_11.png,0.5245505560868902,0.5297619342471276,0.5365998112757328
112,315500_234500_height_2_2.png,0.3899235236003677,0.4040480954641417,0.41043601212066844
